name,link,city,area,cuisine,rating,votes,has_online_delivery,has_table_booking,price
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=233325,mumbai,Borivali West,"Burgers, American",4.3,19K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24521,mumbai,Borivali West,"Pizzas, Italian, Pastas, Desserts",4.3,8.5K+,1,0,₹400 for two
Purshottam Kandoi Haribhai Damodar Mithaiwala,https://www.swiggy.com/dapi/menu/pl?restaurantId=386214,mumbai,Borivali,"Desserts, Sweets, Snacks, Street Food",4.6,4.7K+,1,0,₹300 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=70697,mumbai,Borivali West,"Bakery, Desserts",4.6,14K+,1,0,₹400 for two
La Pino'z Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=698075,mumbai,"Shimpoli,Borivali west","Pizzas, Italian, Pastas, Mexican, Desserts, Beverages, Snacks, Combos, Fast Food",4.2,1.7K+,1,0,₹400 for two
Sweet County Cake Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=564702,mumbai,Borivali West,"Bakery, Cakes & Pastries, Desserts, Cakes",4.5,938,1,0,₹500 for two
Blue Tokai Coffee Roasters,https://www.swiggy.com/dapi/menu/pl?restaurantId=737990,mumbai,Borivali,"Cafe, Coffee, Beverages",4.6,482,1,0,₹600 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=555018,mumbai,Borivali West,"Burgers, American, Fast Food, Beverages",4.6,3.3K+,1,0,₹600 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=31848,mumbai,Borivali West,"Waffle, Desserts, Ice Cream, Beverages",4.6,10K+,1,0,₹200 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=332609,mumbai,NEHRU GARDEN,"Biryani, Kebabs, North Indian, Mughlai",4.3,4.7K+,1,0,₹499 for two
Nothing But Chicken,https://www.swiggy.com/dapi/menu/pl?restaurantId=66916,mumbai,Borivali West,"Salads, Biryani, Kebabs, Fast Food, Healthy Food",4.6,6.0K+,1,0,₹400 for two
Barista Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=818845,mumbai,Borivali,"Beverages, Snacks, Desserts",4.2,274,1,0,₹350 for two
Delights by INOX,https://www.swiggy.com/dapi/menu/pl?restaurantId=239227,mumbai,Kandivali West,Snacks,3.8,80,1,0,₹400 for two
Jumboking Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=12352,mumbai,Borivali West,"American, Mexican, Fast Food, Snacks, Beverages",4.3,9.4K+,1,0,₹200 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=395001,mumbai,Borivali West,"Chinese, Asian, Tibetan, Desserts",4.3,6.3K+,1,0,₹250 for two
Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=618264,mumbai,Borivali West,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.7,562,1,0,₹400 for two
Sweet Bengal,https://www.swiggy.com/dapi/menu/pl?restaurantId=35548,mumbai,Borivali,"Sweets, Indian, Snacks, Desserts",4.7,5.9K+,1,0,₹150 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=611682,mumbai,Borivali,Pizzas,4.4,1.8K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23665,mumbai,Borivali West,"Burgers, Beverages, Cafe, Desserts",4.4,43K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=508472,mumbai,Borivali West,"Burgers, Fast Food, Rolls & Wraps",4.3,6.4K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=233325,mumbai,Borivali West,"Burgers, American",4.3,19K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24521,mumbai,Borivali West,"Pizzas, Italian, Pastas, Desserts",4.3,8.5K+,1,0,₹400 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=70697,mumbai,Borivali West,"Bakery, Desserts",4.6,14K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=42429,mumbai,Borivali West,"sandwich, Salads, wrap, Healthy Food",4.3,23K+,1,0,₹350 for two
Gupta Bhelpuri And Sandwich Corner,https://www.swiggy.com/dapi/menu/pl?restaurantId=159039,mumbai,Borivali West,Fast Food,4.3,8.4K+,1,0,₹200 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=804700,mumbai,Thane West,"Burgers, Fast Food, Rolls & Wraps",4.3,4.1K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23743,mumbai,Thane,"Burgers, Beverages, Cafe, Desserts",4.6,12K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=221810,mumbai,Thane West,"Burgers, American",4.4,44K+,1,0,₹350 for two
Shiv Sagar Veg Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=363799,mumbai,Thane West,"South Indian, Indian, Chinese, Continental, Beverages, Mexican, Desserts, Chaat, Italian, North Indian",4.6,4.1K+,1,0,₹500 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=578579,mumbai,Uthalsar,"Bakery, Desserts, Beverages, Snacks",4.6,5.0K+,1,0,₹299 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=634143,mumbai,Thane,"sandwich, Salads, wrap, Healthy Food",4.2,4.9K+,1,0,₹350 for two
Bombay Sweet Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=743390,mumbai,Thane,"Sweets, Desserts, Snacks",4.7,696,1,0,₹700 for two
 Cream Centre - Vegetarian Legacy Since 1958,https://www.swiggy.com/dapi/menu/pl?restaurantId=777191,mumbai,Majiwada,"North Indian, Chinese, Italian, Street Food, Pizza, Pasta, Oriental, Beverages",4.4,540,1,0,₹1200 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=325027,mumbai,Thane West,"Bakery, Beverages, Desserts",4.5,2.9K+,1,0,₹400 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=605103,mumbai,New Harvard Garden Co-operative Housing Society Lt,"Momos, Chinese, fastfood, Asian, Beverages",4.3,1.7K+,1,0,₹300 for two
Prashant Corner,https://www.swiggy.com/dapi/menu/pl?restaurantId=380341,mumbai,Thane,"Street Food, Chaat, Snacks, Desserts, Sweets, Beverages",4.7,16K+,1,0,₹400 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=534270,mumbai,Thane West,"Burgers, American, Fast Food, Beverages",4.6,5.3K+,1,0,₹600 for two
Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=799055,mumbai,R Mall,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.5,412,1,0,₹400 for two
Chaayos Chai+Snacks=Relax,https://www.swiggy.com/dapi/menu/pl?restaurantId=355894,mumbai,THANE WEST,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, Street Food, Sweets",4.4,3.5K+,1,0,₹250 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=328883,mumbai,Sandozbaugh,"Biryani, Kebabs, North Indian, Mughlai",4.1,6.7K+,1,0,₹499 for two
Gourmet Ice Cream Cakes by Baskin Robbins,https://www.swiggy.com/dapi/menu/pl?restaurantId=446782,mumbai,Thane,"Ice Cream Cakes, Desserts, Ice Cream, Bakery",4.8,34,1,0,₹200 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=710826,mumbai,THANE KAPURBAWDI JUNTION,"Waffle, Desserts, Ice Cream",4.4,3.7K+,1,0,₹200 for two
McDonald's Gourmet Burger Collection,https://www.swiggy.com/dapi/menu/pl?restaurantId=395180,mumbai,Thane West,"Burgers, Beverages, Cafe, Desserts",4.6,405,1,0,₹600 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681496,mumbai,Thane West,"Pizzas, Italian, Desserts",4.7,484,1,0,₹300 for two
"Faasos - Wraps, Rolls & Shawarma",https://www.swiggy.com/dapi/menu/pl?restaurantId=17490,mumbai,Thane West,"Kebabs, Fast Food, Snacks, American, Healthy Food, Desserts, Beverages",4.2,13K+,1,0,₹200 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=804700,mumbai,Thane West,"Burgers, Fast Food, Rolls & Wraps",4.3,4.1K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23743,mumbai,Thane,"Burgers, Beverages, Cafe, Desserts",4.6,12K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=221810,mumbai,Thane West,"Burgers, American",4.4,44K+,1,0,₹350 for two
Deshmukh Fast Food,https://www.swiggy.com/dapi/menu/pl?restaurantId=399951,mumbai,Manpada,"Snacks, Maharashtrian, Street Food, Fast Food",4.4,3.9K+,1,0,₹150 for two
Gupta's Corner,https://www.swiggy.com/dapi/menu/pl?restaurantId=357420,mumbai,Thane West,"Chaat, Snacks",4.7,2.9K+,1,0,₹100 for two
ITC Aashirvaad Soul Creations,https://www.swiggy.com/dapi/menu/pl?restaurantId=1221566,mumbai,Thane,"Indian, pure veg, Healthy Food, Home Food, South Indian, North Indian, Sweets",4.3,444,1,0,₹500 for two
Tip Top Mithaiwala,https://www.swiggy.com/dapi/menu/pl?restaurantId=635352,mumbai,Thane,"Sweets, Bakery, Snacks",4.5,1.1K+,1,0,₹400 for two
Bikaner Sweets & Namkeen,https://www.swiggy.com/dapi/menu/pl?restaurantId=960424,mumbai,Thane,Sweets,4.1,461,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=804700,mumbai,Thane West,"Burgers, Fast Food, Rolls & Wraps",4.3,4.1K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23743,mumbai,Thane,"Burgers, Beverages, Cafe, Desserts",4.6,12K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=221810,mumbai,Thane West,"Burgers, American",4.4,44K+,1,0,₹350 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=578579,mumbai,Uthalsar,"Bakery, Desserts, Beverages, Snacks",4.6,5.0K+,1,0,₹299 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=634143,mumbai,Thane,"sandwich, Salads, wrap, Healthy Food",4.2,4.9K+,1,0,₹350 for two
Bombay Sweet Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=743390,mumbai,Thane,"Sweets, Desserts, Snacks",4.7,696,1,0,₹700 for two
 Cream Centre - Vegetarian Legacy Since 1958,https://www.swiggy.com/dapi/menu/pl?restaurantId=777191,mumbai,Majiwada,"North Indian, Chinese, Italian, Street Food, Pizza, Pasta, Oriental, Beverages",4.4,540,1,0,₹1200 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=325027,mumbai,Thane West,"Bakery, Beverages, Desserts",4.5,2.9K+,1,0,₹400 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=605103,mumbai,New Harvard Garden Co-operative Housing Society Lt,"Momos, Chinese, fastfood, Asian, Beverages",4.3,1.7K+,1,0,₹300 for two
Prashant Corner,https://www.swiggy.com/dapi/menu/pl?restaurantId=380341,mumbai,Thane,"Street Food, Chaat, Snacks, Desserts, Sweets, Beverages",4.7,16K+,1,0,₹400 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=534270,mumbai,Thane West,"Burgers, American, Fast Food, Beverages",4.6,5.3K+,1,0,₹600 for two
Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=799055,mumbai,R Mall,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.5,412,1,0,₹400 for two
Chaayos Chai+Snacks=Relax,https://www.swiggy.com/dapi/menu/pl?restaurantId=355894,mumbai,THANE WEST,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, Street Food, Sweets",4.4,3.5K+,1,0,₹250 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=328883,mumbai,Sandozbaugh,"Biryani, Kebabs, North Indian, Mughlai",4.1,6.7K+,1,0,₹499 for two
Gourmet Ice Cream Cakes by Baskin Robbins,https://www.swiggy.com/dapi/menu/pl?restaurantId=446782,mumbai,Thane,"Ice Cream Cakes, Desserts, Ice Cream, Bakery",4.8,34,1,0,₹200 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=710826,mumbai,THANE KAPURBAWDI JUNTION,"Waffle, Desserts, Ice Cream",4.4,3.7K+,1,0,₹200 for two
McDonald's Gourmet Burger Collection,https://www.swiggy.com/dapi/menu/pl?restaurantId=395180,mumbai,Thane West,"Burgers, Beverages, Cafe, Desserts",4.6,405,1,0,₹600 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681496,mumbai,Thane West,"Pizzas, Italian, Desserts",4.7,484,1,0,₹300 for two
"Faasos - Wraps, Rolls & Shawarma",https://www.swiggy.com/dapi/menu/pl?restaurantId=17490,mumbai,Thane West,"Kebabs, Fast Food, Snacks, American, Healthy Food, Desserts, Beverages",4.2,13K+,1,0,₹200 for two
NOTO Ice Cream and Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=374748,mumbai,Thane Hiranandani Estate,"Ice Cream, Desserts, Healthy Food",4.7,1.5K+,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=804700,mumbai,Thane West,"Burgers, Fast Food, Rolls & Wraps",4.3,4.1K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23743,mumbai,Thane,"Burgers, Beverages, Cafe, Desserts",4.6,12K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=221810,mumbai,Thane West,"Burgers, American",4.4,44K+,1,0,₹350 for two
Deshmukh Fast Food,https://www.swiggy.com/dapi/menu/pl?restaurantId=399951,mumbai,Manpada,"Snacks, Maharashtrian, Street Food, Fast Food",4.4,3.9K+,1,0,₹150 for two
Gupta's Corner,https://www.swiggy.com/dapi/menu/pl?restaurantId=357420,mumbai,Thane West,"Chaat, Snacks",4.7,2.9K+,1,0,₹100 for two
ITC Aashirvaad Soul Creations,https://www.swiggy.com/dapi/menu/pl?restaurantId=1221566,mumbai,Thane,"Indian, pure veg, Healthy Food, Home Food, South Indian, North Indian, Sweets",4.3,444,1,0,₹500 for two
Tip Top Mithaiwala,https://www.swiggy.com/dapi/menu/pl?restaurantId=635352,mumbai,Thane,"Sweets, Bakery, Snacks",4.5,1.1K+,1,0,₹400 for two
Bikaner Sweets & Namkeen,https://www.swiggy.com/dapi/menu/pl?restaurantId=960424,mumbai,Thane,Sweets,4.1,461,1,0,₹300 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=23947,mumbai,Kopar Khairane,Pizzas,4.1,9.4K+,1,0,₹350 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=655021,mumbai,Vashi,"Burgers, American",4.3,6.4K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=68532,mumbai,Vashi,"Burgers, Beverages, Cafe, Desserts",4.6,27K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=29212,mumbai,Vashi,"Pizzas, Italian, Pastas, Desserts",4.5,19K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=25563,mumbai,Vashi,"sandwich, Salads, wrap, Healthy Food",4.3,15K+,1,0,₹350 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=137365,mumbai,Vashi,"Bakery, Desserts",4.6,11K+,1,0,₹400 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=578581,mumbai,Sector 30A,"Bakery, Desserts, Beverages, Snacks",4.7,4.6K+,1,0,₹299 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=580637,mumbai,Vashi,"Burgers, American, Fast Food, Beverages",4.6,3.9K+,1,0,₹600 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=759230,mumbai,Sector29,"Momos, Chinese, fastfood, Asian, Beverages",4.3,1.0K+,1,0,₹300 for two
Ovenfresh Cakes And Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=701568,mumbai,Satra Plaza,"Bakery, Desserts, Beverages, Ice Cream, Sweets, Juices, Bengali, Pizzas",4.6,234,1,0,₹200 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=818027,mumbai,Vashi,"Bakery, Desserts",4.6,730,1,0,₹300 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681633,mumbai,Vashi,"Pizzas, Italian, Desserts",4.5,560,1,0,₹300 for two
Nothing But Chicken,https://www.swiggy.com/dapi/menu/pl?restaurantId=68079,mumbai,Vashi,"Salads, Biryani, Kebabs, Fast Food, Healthy Food",4.5,10K+,1,0,₹400 for two
Sweet Bengal,https://www.swiggy.com/dapi/menu/pl?restaurantId=45908,mumbai,Vashi,"Sweets, Indian, Snacks, Desserts",4.8,10K+,1,0,₹150 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=351117,mumbai,Vashi,"Ice Cream, Desserts",4.8,1.7K+,1,0,₹120 for two
GetAWay-Ice Creams & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=608447,mumbai,Vashi,"Ice Cream, Desserts, Healthy Food",4.4,370,1,0,₹200 for two
Mealful Rolls - India's Biggest Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=577561,mumbai,Karampura,"Fast Food, Snacks, North Indian, Desserts",4.1,176,1,0,₹250 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=328876,mumbai,APMC Market,"Biryani, Kebabs, North Indian, Mughlai",4.3,4.7K+,1,0,₹499 for two
BOOM - Sub Style Sandwiches,https://www.swiggy.com/dapi/menu/pl?restaurantId=692247,mumbai,Vashi,"Snacks, Indian, Desserts",4.5,198,1,0,₹250 for two
Hola Pasta - Fresh Gourmet Pasta,https://www.swiggy.com/dapi/menu/pl?restaurantId=740551,mumbai,Vashi,"Pastas, Italian, Desserts, Beverages",4.3,102,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=23947,mumbai,Kopar Khairane,Pizzas,4.1,9.4K+,1,0,₹350 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=655021,mumbai,Vashi,"Burgers, American",4.3,6.4K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=68532,mumbai,Vashi,"Burgers, Beverages, Cafe, Desserts",4.6,27K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=29212,mumbai,Vashi,"Pizzas, Italian, Pastas, Desserts",4.5,19K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=1061779,mumbai,Plutonium Business Park,"Burgers, Fast Food, Rolls & Wraps",4.1,84,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=25563,mumbai,Vashi,"sandwich, Salads, wrap, Healthy Food",4.3,15K+,1,0,₹350 for two
Madhuban Sweets,https://www.swiggy.com/dapi/menu/pl?restaurantId=1135098,mumbai,Vashi,"Desserts, Beverages, Juices, Sweets, Snacks",4.4,225,1,0,₹999 for two
La Cherie Cheesecake,https://www.swiggy.com/dapi/menu/pl?restaurantId=1149315,mumbai,Vashi,Desserts,4.6,26,1,0,₹450 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=23947,mumbai,Kopar Khairane,Pizzas,4.1,9.4K+,1,0,₹350 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=655021,mumbai,Vashi,"Burgers, American",4.3,6.4K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=68532,mumbai,Vashi,"Burgers, Beverages, Cafe, Desserts",4.6,27K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=29212,mumbai,Vashi,"Pizzas, Italian, Pastas, Desserts",4.5,19K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=25563,mumbai,Vashi,"sandwich, Salads, wrap, Healthy Food",4.3,15K+,1,0,₹350 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=137365,mumbai,Vashi,"Bakery, Desserts",4.6,11K+,1,0,₹400 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=578581,mumbai,Sector 30A,"Bakery, Desserts, Beverages, Snacks",4.7,4.6K+,1,0,₹299 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=580637,mumbai,Vashi,"Burgers, American, Fast Food, Beverages",4.6,3.9K+,1,0,₹600 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=759230,mumbai,Sector29,"Momos, Chinese, fastfood, Asian, Beverages",4.3,1.0K+,1,0,₹300 for two
"The Dessert Heaven - Pastry, Brownie and Cakes",https://www.swiggy.com/dapi/menu/pl?restaurantId=485026,mumbai,Satra Plaza,"Bakery, Desserts, Sweets, Ice Cream",4.6,687,1,0,₹200 for two
Ovenfresh Cakes And Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=701568,mumbai,Satra Plaza,"Bakery, Desserts, Beverages, Ice Cream, Sweets, Juices, Bengali, Pizzas",4.6,234,1,0,₹200 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=818027,mumbai,Vashi,"Bakery, Desserts",4.6,730,1,0,₹300 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681633,mumbai,Vashi,"Pizzas, Italian, Desserts",4.5,560,1,0,₹300 for two
Nothing But Chicken,https://www.swiggy.com/dapi/menu/pl?restaurantId=68079,mumbai,Vashi,"Salads, Biryani, Kebabs, Fast Food, Healthy Food",4.5,10K+,1,0,₹400 for two
Sweet Bengal,https://www.swiggy.com/dapi/menu/pl?restaurantId=45908,mumbai,Vashi,"Sweets, Indian, Snacks, Desserts",4.8,10K+,1,0,₹150 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=351117,mumbai,Vashi,"Ice Cream, Desserts",4.8,1.7K+,1,0,₹120 for two
GetAWay-Ice Creams & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=608447,mumbai,Vashi,"Ice Cream, Desserts, Healthy Food",4.4,370,1,0,₹200 for two
Mealful Rolls - India's Biggest Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=577561,mumbai,Karampura,"Fast Food, Snacks, North Indian, Desserts",4.1,176,1,0,₹250 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=328876,mumbai,APMC Market,"Biryani, Kebabs, North Indian, Mughlai",4.3,4.7K+,1,0,₹499 for two
BOOM - Sub Style Sandwiches,https://www.swiggy.com/dapi/menu/pl?restaurantId=692247,mumbai,Vashi,"Snacks, Indian, Desserts",4.5,198,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=23947,mumbai,Kopar Khairane,Pizzas,4.1,9.4K+,1,0,₹350 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=655021,mumbai,Vashi,"Burgers, American",4.3,6.4K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=68532,mumbai,Vashi,"Burgers, Beverages, Cafe, Desserts",4.6,27K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=29212,mumbai,Vashi,"Pizzas, Italian, Pastas, Desserts",4.5,19K+,1,0,₹400 for two
